accession,title,modalities,sample_size,access_type,contact_email,link
GSE175975,JAK-STAT Signaling Confers Lineage Plasticity and AR Targeted Therapy Resistance in Prostate Cancer,"scRNA-seq, Expression profiling by high throughput sequencing",30,public,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE175975
